,Reference area,Measure,Unit of measure,Domain,TIME_PERIOD,OBS_VALUE,Observation status
313,Austria,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2006,72.09,Normal value
314,Austria,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2005,70.806,Normal value
315,Austria,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2004,69.865,Normal value
316,Austria,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2023,77.92,Normal value
317,Austria,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2022,78.006,Normal value
318,Austria,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2021,76.428,Normal value
319,Austria,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2020,76.457,Normal value
320,Austria,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2019,77.654,Normal value
321,Austria,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2018,77.178,Normal value
322,Austria,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2017,76.423,Normal value
323,Austria,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2016,75.744,Normal value
324,Austria,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2015,75.159,Normal value
325,Austria,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2014,75.027,Normal value
326,Austria,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2013,75.27,Normal value
327,Austria,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2012,75.155,Normal value
328,Austria,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2011,74.745,Normal value
329,Austria,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2010,74.646,Normal value
330,Austria,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2009,74.041,Normal value
331,Austria,Long-term unemployment rate,Percentage of labour force,Work and job quality,2017,1.864470732,Normal value
332,Austria,Long-term unemployment rate,Percentage of labour force,Work and job quality,2014,1.552969039,Normal value
333,Austria,Long-term unemployment rate,Percentage of labour force,Work and job quality,2024,1.1317312265,Normal value
334,Austria,Long-term unemployment rate,Percentage of labour force,Work and job quality,2023,1.1559282873,Normal value
335,Austria,Long-term unemployment rate,Percentage of labour force,Work and job quality,2022,1.2140896407,Normal value
336,Austria,Long-term unemployment rate,Percentage of labour force,Work and job quality,2021,1.9759346218,Normal value
337,Austria,Long-term unemployment rate,Percentage of labour force,Work and job quality,2020,1.3345461864,Normal value
338,Austria,Long-term unemployment rate,Percentage of labour force,Work and job quality,2019,1.1440468888,Normal value
339,Austria,Long-term unemployment rate,Percentage of labour force,Work and job quality,2018,1.4221072354,Normal value
340,Austria,Long-term unemployment rate,Percentage of labour force,Work and job quality,2016,1.9731612971,Normal value
341,Austria,Long-term unemployment rate,Percentage of labour force,Work and job quality,2015,1.7012154464,Normal value
342,Austria,Long-term unemployment rate,Percentage of labour force,Work and job quality,2013,1.3336725501,Normal value
343,Austria,Long-term unemployment rate,Percentage of labour force,Work and job quality,2012,1.2309270774,Normal value
344,Austria,Long-term unemployment rate,Percentage of labour force,Work and job quality,2011,1.2161709866,Normal value
345,Austria,Long-term unemployment rate,Percentage of labour force,Work and job quality,2010,1.2468724191,Normal value
346,Austria,Long-term unemployment rate,Percentage of labour force,Work and job quality,2009,1.1681729816,Normal value
347,Austria,Long-term unemployment rate,Percentage of labour force,Work and job quality,2008,1.0191233506,Normal value
348,Austria,Long-term unemployment rate,Percentage of labour force,Work and job quality,2007,1.3413049521,Normal value
349,Austria,Long-term unemployment rate,Percentage of labour force,Work and job quality,2006,1.4806759903,Normal value
350,Austria,Long-term unemployment rate,Percentage of labour force,Work and job quality,2005,1.4475229961,Normal value
351,Austria,Long-term unemployment rate,Percentage of labour force,Work and job quality,2004,1.5396965178,Normal value
352,Austria,Social support,Percentage of population aged 15 years or over,Social connections,2024,89.6883561137,Normal value
353,Austria,Social support,Percentage of population aged 15 years or over,Social connections,2023,89.6883561137,Normal value
354,Austria,Social support,Percentage of population aged 15 years or over,Social connections,2022,88.6930648755,Normal value
355,Austria,Social support,Percentage of population aged 15 years or over,Social connections,2021,88.6930648755,Normal value
356,Austria,Social support,Percentage of population aged 15 years or over,Social connections,2020,88.6930648755,Normal value
357,Austria,Social support,Percentage of population aged 15 years or over,Social connections,2019,92.1018243735,Normal value
358,Austria,Social support,Percentage of population aged 15 years or over,Social connections,2018,92.1018243735,Normal value
359,Austria,Social support,Percentage of population aged 15 years or over,Social connections,2017,92.1018243735,Normal value
360,Austria,Social support,Percentage of population aged 15 years or over,Social connections,2016,91.5153156883,Normal value
361,Austria,Social support,Percentage of population aged 15 years or over,Social connections,2015,91.5153156883,Normal value
362,Austria,Social support,Percentage of population aged 15 years or over,Social connections,2014,91.5153156883,Normal value
363,Austria,Social support,Percentage of population aged 15 years or over,Social connections,2013,93.9589030272,Normal value
364,Austria,Social support,Percentage of population aged 15 years or over,Social connections,2012,93.9589030272,Normal value
365,Austria,Social support,Percentage of population aged 15 years or over,Social connections,2011,93.9589030272,Normal value
366,Austria,Social support,Percentage of population aged 15 years or over,Social connections,2010,91.452772301,Normal value
367,Belgium,Social support,Percentage of population aged 15 years or over,Social connections,2011,92.2251127146,Normal value
368,Belgium,Social support,Percentage of population aged 15 years or over,Social connections,2010,92.2556829548,Normal value
369,Belgium,Social support,Percentage of population aged 15 years or over,Social connections,2008,92.2556829548,Normal value
370,Belgium,Social support,Percentage of population aged 15 years or over,Social connections,2007,92.2557985583,Normal value
371,Belgium,Social support,Percentage of population aged 15 years or over,Social connections,2006,92.2557985583,Normal value
372,Belgium,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2022,65.6666666667,Normal value
373,Belgium,Life expectancy at birth,Years,Health,2014,81.4,Normal value
374,Belgium,Life expectancy at birth,Years,Health,2013,80.7,Normal value
375,Belgium,Life expectancy at birth,Years,Health,2012,80.5,Normal value
376,Belgium,Life expectancy at birth,Years,Health,2011,80.7,Normal value
377,Belgium,Life expectancy at birth,Years,Health,2010,80.3,Normal value
378,Belgium,Life expectancy at birth,Years,Health,2009,80.2,Normal value
379,Belgium,Life expectancy at birth,Years,Health,2008,79.8,Normal value
380,Belgium,Life expectancy at birth,Years,Health,2007,79.9,Normal value
381,Belgium,Life expectancy at birth,Years,Health,2006,79.5,Normal value
382,Belgium,Life expectancy at birth,Years,Health,2005,79.1,Normal value
383,Belgium,Life expectancy at birth,Years,Health,2004,79.0,Normal value
384,Belgium,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2004,81.7497970671,Normal value
385,Belgium,Student reading skills,Points,Knowledge and skills,2018,492.8644386514,Normal value
386,Belgium,Student reading skills,Points,Knowledge and skills,2015,498.5241891857,Normal value
387,Belgium,Student reading skills,Points,Knowledge and skills,2012,508.6178765027,Normal value
388,Belgium,Student reading skills,Points,Knowledge and skills,2009,505.9457961641,Normal value
389,Belgium,Student reading skills,Points,Knowledge and skills,2006,500.9005946813,Normal value
390,Belgium,Life satisfaction,0-10 scale,Subjective well-being,2024,7.5976112956,Normal value
391,Belgium,Life satisfaction,0-10 scale,Subjective well-being,2022,7.5772294915,Normal value
392,Belgium,Life satisfaction,0-10 scale,Subjective well-being,2021,7.5479577814,Normal value
393,Belgium,Life satisfaction,0-10 scale,Subjective well-being,2018,7.5800243702,Normal value
394,Belgium,Life satisfaction,0-10 scale,Subjective well-being,2013,7.5289745505,Normal value
395,Belgium,Student reading skills,Points,Knowledge and skills,2022,478.85,Normal value
396,Belgium,Adult literacy skills,Points,Knowledge and skills,2023,278.4612713,Normal value
397,Belgium,Adult literacy skills,Points,Knowledge and skills,2012,275.4803187,Normal value
398,Belgium,Life satisfaction,0-10 scale,Subjective well-being,2023,7.681908677,Normal value
399,Belgium,Having a say in government,Percentage of population aged 16-65 years,Civic engagement,2023,29.470927,Normal value
400,Belgium,Having a say in government,Percentage of population aged 16-65 years,Civic engagement,2021,20.059463,Normal value
401,Belgium,Life expectancy at birth,Years,Health,2023,82.5,Normal value
402,Belgium,Life expectancy at birth,Years,Health,2022,81.8,Normal value
403,Belgium,Life expectancy at birth,Years,Health,2021,81.9,Normal value
404,Belgium,Life expectancy at birth,Years,Health,2020,80.8,Normal value
405,Belgium,Life expectancy at birth,Years,Health,2019,82.1,Normal value
406,Belgium,Life expectancy at birth,Years,Health,2018,81.7,Normal value
